Rank,Score,Autonomous Coding Skills,Driver Skills,Team Number,Team Name,Organization,Event Region
1888,90,0,90,74778M,NBA Youngbots,RIVERSIDE MIDDLE,Texas - Region 1
1889,90,0,90,10999A,Ashford Wolfbots,ASHFORD SCHOOL,Connecticut
1890,90,0,90,29611Y,The Terminators 2.0,Powdersville Middle School,South Carolina
1891,89,27,62,28134F,Sanvi California,Otwell Middle School,Georgia
1892,89,25,64,9453T,Hillcrest - T,Hillcrest Middle School,South Carolina
1893,89,25,64,44222F,SRS The Mechanics,Sunset Ridge School,Illinois
1894,89,17,72,929G,Hereford Zone Robotics,HEREFORD MIDDLE,Maryland
1895,89,17,72,53625D,Gerey and the Scammers,Sioux Falls Lutheran School,South Dakota
1896,89,16,73,46390A,Tri-Township Robotics,Tri-Township School,Indiana - Region 1 - North
1897,89,14,75,43283C,Phoenixes,OLD TOWN MIDDLE,Mississippi
1898,89,11,78,1125G,Paradigms,Harrison Middle School,Arkansas
1899,89,7,82,70484G,APEX Alphas,Independent Team,Virginia
1900,89,7,82,12338B,CPCS Hosiah Bot,CROWN POINT CHRISTIAN SCHOOL,Indiana - Region 1 - North
1901,89,4,85,31222C,Robotic Knights,J N FRIES MAGNET SCHOOL,North Carolina
1902,89,2,87,95979H,Tiny's Titans,Liberty Middle School,Georgia
1903,89,0,89,13653C,Wisdom Builders C,Wisdom Builders,Indiana - Region 2 - Central
1904,89,0,89,9882D,EAS || Blue Fire,EAS Robotics Team,Thailand
1905,89,0,89,72435A,Teddy Bears,TedyBears,Washington
1906,89,0,89,51190H,CVMS-Peanut Butter Jelly Time!,CHATTANOOGA VALLEY MIDDLE SCHOOL,Georgia
1907,89,0,89,69202B,Bumblebees,Gideon Hausner Jewish Day School,California - North
1908,89,0,89,97546A,Quantum Dots,Magikid_Cedarpark,Texas - Region 4
1909,88,44,44,752A,The Lizzard Lovers,Kenosha Robo Crew (YMCA),Wisconsin
1910,88,34,54,56720A,The Building Bobbers,SHEPHERD OF THE VALLEY LUTHERAN SCHOOL,Wisconsin
1911,88,32,56,97147X,Grupa 321,Szkoła Podstawowa nr 321,Poland
1912,88,30,58,98960M,Mini Maker Kids,Mini Maker Kids,Türkiye
1913,88,28,60,96000W,Pixel Coders,The Mind Spark,Pennsylvania - East
1914,88,28,60,90032A,El Sereno MS,El Sereno MS,California - South
1915,88,25,63,34926E,Pink Pony's,Mosa-RT,Belgium
1916,88,4,84,43179G,Bethel H.E.A.T,BETHEL MIDDLE SCHOOL,Arkansas
1917,88,2,86,19230B,MİNDMAKERS,Arnavutköy Bilim ve Sanat Merkezi,Türkiye
1918,88,21,67,11028N,NCSA Robotics (MS),Newton County STEAM Academy,Georgia
1919,88,20,68,36832B,Space Unicorns,AUBURN JUNIOR HIGH SCHOOL,Alabama
1920,88,20,68,22121C,Causey Blue Pheonix's,Causey Middle School,Alabama
1921,88,19,69,74778F,LegoMyEggo,RIVERSIDE MIDDLE,Texas - Region 1
1922,88,2,86,412H,Chill Guy Robotics,ENVIRONMENTAL CHARTER SCHOOL AT FRICK PA,Pennsylvania - West
1923,88,14,74,12839D,CyberTigers,HUDSON FALLS MIDDLE SCHOOL,New York-North
1924,88,0,88,2626Y,Silly Dinos,ST FRANCIS XAVIER Middle SCHOOL,Wisconsin
1925,88,13,75,43283H,The Megamind Creators,OLD TOWN MIDDLE,Mississippi
1926,88,4,84,64330B,Nutella-Tubbies,HOLY SPIRIT SCHOOL,Kentucky
1927,88,6,82,83203E,The Seismic Pineapples,OSCEOLA SCIENCE CHARTER SCHOOL,Florida - North/Central
1928,88,2,86,1267V,Knights IQ,Delaware County Christian School,Pennsylvania - East
1929,88,2,86,10515E,RoboCoders,J William Fulbright Junior High School,Arkansas
1930,88,0,88,93939A,Citrus Circuits,"Shrewsbury International School, Riverside",Thailand
1931,88,2,86,75502A,Niche-Nexus X,PLEASANT GROVE MIDDLE,Texas - Region 2
1932,88,2,86,46366A,NJSP Robotics,North Judson San Pierre Schools,Indiana - Region 1 - North
1933,88,2,86,5034A,BilTech Robotics Society,ATAŞEHİR BİL OKULLARI,Türkiye
1934,88,2,86,92276C,Maxima Prime,Muğla Turgutreis Uğur Okulları,Türkiye
1935,88,2,86,50674A,CSMS Girl Power,CORAL SPRINGS MIDDLE SCHOOL,Florida - South
1936,88,0,88,60667A,VEX Academy Tianjin Dream Team,VEX Academy Tianjin,North China
1937,88,0,88,9882C,EAS || Citrus Circuits,EAS Robotics Team,Thailand
1938,88,0,88,39855B,Kiddee Lab 1,Kiddee Lab,Thailand
1939,88,0,88,9864A,Macaubaptist Secondary Team A,Macau Baptist College,Macau
1940,88,0,88,9078C,Maple Syrup,GRIFFITHS (GORDON) MIDDLE,California - South
1941,88,0,88,1120B,The Surfin Pikachus,West Vancouver Schools,British Columbia (BC)
1942,88,0,88,11263W,Robo Rancheros,Sunset Middle School,Colorado
1943,88,0,88,44744A,Maroon,ASU PREPARATORY ACADEMY-POLYTECHNIC MIDDLE SCHOOL,Arizona
1944,87,36,51,17102B,Croc-Crocodiles,ST MARIA GORETTI SCHOOL,Indiana - Region 2 - Central
1945,87,36,51,49301A,Gear G.O.A.T.S,ADA CHRISTIAN SCHOOL,Michigan
1946,87,7,80,21133A,The bot busters,DYR,California - North
1947,87,32,55,5813T,Titanium Titans,SHORELINE JUNIOR HIGH,Utah
1948,87,0,87,43277F,Gear Bots,Gear Bots,Arizona
1949,87,17,70,4541D,67 Cornballs,York Innovation Academy,Florida - North/Central
1950,87,24,63,1828A,TASIS Tigers,The American School in Switzerland (TASIS),Switzerland
1951,87,17,70,38298C,Bionic Robot,BOB GRAHAM EDUCATION CENTER,Florida - South
1952,87,0,87,28C,Barely Functioning,Robot Revolution,New Jersey
1953,87,7,80,12905B,CTRL+ALT+ELITE,Salisbury East High School,Australia
1954,87,9,78,79539B,Chaos Hunters,NEPTUNE MIDDLE SCHOOL,Florida - North/Central
1955,87,8,79,1021V,Ten Ton Robotics,West Vancouver Schools,British Columbia (BC)
1956,87,2,85,40586B,MavX,HICKORY RIDGE MIDDLE,North Carolina
1957,87,7,80,31097A,Kill Switch,Drake Junior High School,Colorado
1958,87,7,80,92855A,DELMAR Robotics,DELMAR INTERNATIONAL SCHOOL,Mexico
1959,87,7,80,14140F,SMW Robotics 6,Stephen M. White Middle School and S.T.E.A.M Magnet,California - South
1960,87,4,83,95036A,Dr Pepper Programmers,Vinton Robotics,Louisiana
1961,87,4,83,36798A,EdwardWang67,Stratford School Altadena Allen,California - South
1962,87,2,85,81409B,TCS Thunderbolts,The Cotswold School Academy,United Kingdom
1963,87,0,87,8555A,花城冲锋队,北京市丰台区乐万博教育科技有限公司,North China
1964,87,0,87,85781A,South Robo Rockers,SRF Foundation,India
1965,87,0,87,40693P,Tech Titans,Gillette College,Wyoming
1966,87,0,87,1463A,Hi Team,Unfinished Maker Space,California - North
1967,87,0,87,4566G,We Bot,Magikid Pleasanton Lab,California - North
1968,87,0,87,41406A,Steam Punks,TechWise Academy,Indiana - Region 1 - North
1969,87,0,87,85974C,Wa-Nee:  The Donuts,NorthWood Middle School,Indiana - Region 1 - North
1970,87,0,87,5263C,AMPD,Alexandria Middle School,Alabama
1971,86,32,54,2711D,RoboDragons - The Red Paper Bags,DON ESTRIDGE HIGH TECH MIDDLE SCHOOL,Florida - South
1972,86,30,56,84995F,dEIn-Labor-Roboter,roboMINT e.V.,Germany
1973,86,30,56,41466A,The Rockys 1,IGS Rockenhausen,Germany
1974,86,28,58,1545W,Wabash Apache Robotics,WABASH MIDDLE/HIGH SCHOOL,Indiana - Region 1 - North
1975,86,28,58,7686S,No-Rubber Bandits,Harrisburg Public School District,South Dakota
1976,86,22,64,11393D,Squidward on a Chair,Oak View,Florida - North/Central
1977,86,18,68,53551B,Watt Could Go Wrong.,St. Paul Lutheran School,Wisconsin
1978,86,11,75,47789D,The Rando's,Pine Tree Junior High School,Texas - Region 2
1979,86,0,86,43179C,Bethel H.E.A.T,BETHEL MIDDLE SCHOOL,Arkansas
1980,86,11,75,6512B,Blue Lightning,Harmony School of Innovation - El Paso - Middle/High,Texas - Region 1
1981,86,2,84,639F,Ithaca F,Ithaca City School District,New York-North
1982,86,2,84,13952A,Propulsion 2.0,LAKESIDE MIDDLE SCHOOL,Arkansas
1983,86,4,82,5280H,Nuggie Dragons,SOARING HEIGHTS PK-8,Colorado
1984,86,0,86,1024X,"GearCats ""Xplorers""",FALL CREEK VALLEY MIDDLE SCHOOL,Indiana - Region 2 - Central
1985,86,0,86,84959A,Shooting Stars,n/a,New York-South
1986,86,0,86,24800A,× EXCEED × SOMETHING ×,Exceed Robotics,Ontario
1987,86,2,84,88569B,PAH Bots,CHIPMAN JUNIOR HIGH,California - South
1988,86,2,84,28J,Deep Fried Jam,Robot Revolution,New Jersey
1989,86,0,86,8974A,TechnoTrolls,Findon High School,Australia
1990,86,0,86,3722W,Built-In Computers,The Frazer School,Florida - North/Central
1991,86,2,84,63714B,Ingenium Lions,Wellington College International Shanghai,East China
1992,86,2,84,38028S,CYBER SAINTS-GOLD,Briarcrest Christian School,Tennessee
1993,86,0,86,21549F,CircuitBreakers,Queen Elizabeth's School,United Kingdom
1994,86,2,84,8651C,DCT Three Little Kittens,夢想機器人教室,Chinese Taipei
1995,86,2,84,10515X,CactiBots,J WILLIAM FULBRIGHT JUNIOR HIGH SCHOOL,Arkansas
1996,86,2,84,58831A,Biloxi Avengers,BILOXI JUNIOR HIGH,Mississippi
1997,86,2,84,8138B,MechaMinds,Altıeylül Bilim ve Sanat Merkezi,Türkiye
1998,86,0,86,5081C,5081C - Steel Titans,CITY/PEMBROKE PINES CHARTER MIDDLE SCHOOL,Florida - South
1999,86,0,86,48495F,Instant Ramen,Rovers Robotics,New Zealand
2000,86,0,86,48495P,The Burnouts,Rovers Robotics,New Zealand
2001,86,0,86,14023C,ROBORANGERS,GAZİPAŞA ROBOTİK,Türkiye
2002,86,0,86,5180B,Riverwatch B,RIVERWATCH MIDDLE SCHOOL,Georgia
2003,86,0,86,80292B,Ventiux,AOTE Foundation,Michigan
2004,86,0,86,63366T,Trust The Process,IGNITE ROBOTICS,North Carolina
2005,86,0,86,1021T,Ten Ton Robotics,West Vancouver Secondary School,British Columbia (BC)
2006,86,0,86,38489B,GOOFY GOOBERS,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,New Jersey
2007,85,38,47,1294K,Xiao Long Bao,Shanghai American School - Pudong Campus (SAS Pudong),East China
2008,85,25,60,50060A,Vexecutors,Vexecutors,Texas - Region 4
2009,85,25,60,40224A,Cyber Ravens,ROSS SCHOOL,New York-South
2010,85,11,74,29627M,Sir-beeps-a-lot,Bixby Middle School,Oklahoma
2011,85,19,66,5255C,DragonBots,Somerset Oaks Leadership and Innovation,Florida - South
2012,85,19,66,66133A,Mecha minds,Mecha Minds ,Kuwait
2013,85,0,85,64119C,Fantastic 5,LaPorte Middle School,Indiana - Region 1 - North
2014,85,12,73,72777B,Mt. Baldy Warriors,EAST FORK LUTHERAN GRADE SCHOOL AND HIGH SCHOOL,Arizona
2015,85,11,74,47789F,The 3 Musketeers,Pine Tree Junior High School,Texas - Region 2
2016,85,9,76,77551Z,Rook ,Rook for Ai,Iraq
2017,85,2,83,53901A,Eagle Bots,CANOE CREEK K-8,Florida - North/Central
2018,85,2,83,12510T,Turbo Titans,Riot Robotics,North Carolina
2019,85,2,83,85192A,CLUB SLB SEED ESC. SEC. TECNICA 11 02,Dowell Schlumberger de Mexico,Mexico
2020,85,2,83,10055A,K.M. Samsun,KM SAMSUN,Türkiye
2021,85,2,83,35460B,E DOWN,Hillmorton High School,New Zealand
2022,85,0,85,48495M,R2V3,Rovers Robotics,New Zealand
2023,85,0,85,78151K,Byting Bulldogs,Colonel Wheeler Middle School,Indiana - Region 1 - North
2024,85,0,85,12937C,Pigeon,KCIS,South Korea
2025,84,30,54,79420F,Fusion Force,Carey Baptist College,Australia
2026,84,28,56,4469B,The S.T.E.A.M Boats Black,MySTEM Academy,Pennsylvania - West
2027,84,28,56,36S,Berries n' Cream,Cranbrook Schools,Michigan
2028,84,28,56,32092F,404: Name Not Found,Stargate Charter School,Colorado
2029,84,28,56,1294T,LePeiSing,Shanghai American School - Pudong Campus (SAS Pudong),East China
2030,84,28,56,9635H,RoboKnights,CHARLOTTE CHRISTIAN SCHOOL,North Carolina
2031,84,18,66,8820C,High Voltage,KABHOOM Robotics,New Jersey
2032,84,22,62,3314A,PACE Invaders - Absolute Zero //,PACE,Ontario
2033,84,18,66,58072D,Byte,VALLEY CITY JUNIOR HIGH SCHOOL,North Dakota
2034,84,18,66,32092M,Mechanical Ducks,Stargate Charter School,Colorado
2035,84,18,66,75194F,Tech Tornadoes,PORTER RANCH COMMUNITY,California - South
2036,84,0,84,95265A,The Tigersharks,Henkle Middle School	,Oregon
2037,84,14,70,22222D,TECH ELITE,LogandSteam,South Korea
2038,84,14,70,97073B,Static Stars,CEREDO-KENOVA MIDDLE SCHOOL,West Virginia
2039,84,10,74,28325R,Robogators,American School of Asunción,Paraguay
2040,84,0,84,33300B,Glitch in the System,Minneola Charter School,Florida - North/Central
2041,84,0,84,7175D,The Quackers,Future Innovators,Ohio
2042,84,7,77,7107A,Super Cool,Kenilworth Elementary School,Arizona
2043,84,0,84,7508B,"It's Jim Adler, Not Dale Sadler",WESTMORELAND MIDDLE SCHOOL,Tennessee
2044,84,0,84,94915G,Mighty might,Wuhan Yangtze International School,Middle China
2045,84,0,84,835A,SSMS Boticas,SULPHUR SPRINGS MIDDLE,Texas - Region 2
2046,84,0,84,72651A,Thy,IMMANUEL LUTHERAN SCHOOL,Wisconsin
2047,84,0,84,10622A,Robot-ik World Center,ROBOTIK WORLD CENTER,Mexico
2048,84,2,82,5813N,Octonauts,SHORELINE JUNIOR HIGH,Utah
2049,84,2,82,95415A,Mustangs,HARMONY SCHOOL OF EXCELLENCE - SUGAR LAND,Texas - Region 3
2050,84,0,84,43179F,Bethel H.E.A.T,BETHEL MIDDLE SCHOOL,Arkansas
2051,84,0,84,4821B,Robotlution JCR - STEM Barichara,Instituto Técnico Aquileo Parra,Colombia
2052,84,0,84,59340A,ACSW RoboTigers,ACADEMIR CHARTER SCHOOL WEST,Florida - South
2053,84,0,84,87660D,Donut,FS Education Brooklyn,New York-South
2054,84,0,84,9964A,Greenwood Robodogs,GREENWOOD JUNIOR HIGH SCHOOL,Arkansas
2055,84,0,84,37A,Phoenix,CRANBROOK SCHOOLS,Michigan
2056,84,0,84,3423X,Parkland Novibots,PARKLAND MIDDLE,Texas - Region 1
2057,84,0,84,435C,TopGear,Noe Middle School,Kentucky
2058,84,0,84,47C,TechnoQueen,Evergreen Middle School PTSA,Washington
2059,84,0,84,1063W,Watt can go wrong?,GREENWOOD CHRISTIAN ACADEMY,Indiana - Region 2 - Central
2060,84,0,84,43148A,Nightmares,Bestoat,North Carolina
2061,84,0,84,46366C,NJSP Robotics,North Judson San Pierre Schools,Indiana - Region 1 - North
2062,84,0,84,1715H,Hiller Hackers,Hopkinton Middle School,Massachusetts
2063,84,0,84,70976A,Eaglebots,PS/IS 113 ANTHONY J PRANZO,New York-South
2064,83,20,63,8871A,Epic Eagles,WALTER JOHNSON JUNIOR HIGH SCHOOL ACADEMY OF INTERNATIONAL S,Nevada
2065,83,28,55,77773N,Pink Puffy Unicorns,MADISON MIDDLE SCHOOL,Mississippi
2066,83,28,55,78808E,Nolan Ryan Junior High Team B,iCode Pearland,Texas - Region 3
2067,83,28,55,81911A,ProwlTech,Our Lady of Lourdes School,Indiana - Region 2 - Central
2068,83,27,56,77773V,Speed Machines,MADISON MIDDLE SCHOOL,Mississippi
2069,83,26,57,2281K,GMS Superman,ULYSSES S. GRANT MIDDLE SCHOOL,Ohio
2070,83,0,83,12819C,Cyber Soldiers,Adelaide Botanic High School,Australia
2071,83,0,83,21555D,MasterBuilders,Wildcats Robotics,Louisiana
2072,83,7,76,17705G,Gravity Glitch,ZIONSVILLE WEST MIDDLE SCHOOL,Indiana - Region 2 - Central
2073,83,0,83,65544T,DynoBots,Gen Inspired,North Carolina
2074,83,2,81,82246Y,[YWGS Team 1] Yes We Go and Shine,Ying Wa Girls' School,Hong Kong
2075,83,2,81,75054A,Mechanical Thunder,EXCELSIOR ACADEMY,Utah
2076,83,0,83,49406E,UTG Kitsilano,Under the GUI Academy,British Columbia (BC)
2077,82,47,35,17511C,Fruitloops,BAD AXE MIDDLE SCHOOL,Michigan
2078,82,37,45,18991A,Geneva Middle School Robotics Team A,GENEVA MIDDLE SCHOOL,Alabama
2079,82,34,48,51212F,Silly Sigma Bots,FARLEY MIDDLE,Texas - Region 4
2080,82,35,47,3547B,Stormtroopers,Technolgy First,Michigan
2081,82,35,47,40807A,MESM,Island School,Hong Kong
2082,82,20,62,20698Y,Maui Lani,Maui Lani,Hawaii
2083,82,20,62,56123B,Boom Boom Boom,Franklin Road Academy,Tennessee
2084,82,9,73,1836A,Tech Titans,BARTON ACADEMY FOR ADVANCED WORLD STUDIES,Alabama
2085,82,19,63,47789A,The Rockets,Pine Tree Junior High School,Texas - Region 2
2086,82,18,64,13653A,Wisdom Builder Team A,Wisdom Builders,Indiana - Region 2 - Central
2087,82,2,80,5280D,The Colorado Bandits,SOARING HEIGHTS PK-8,Colorado
2088,82,17,65,39458C,Clanker Makers,Barron Area School District,Wisconsin
2089,82,9,73,17704A,Velociraptors A,Thomas Jefferson Middle School,Indiana - Region 1 - North
2090,82,9,73,30412A,Robocats,GILMANTON MIDDLE,Wisconsin
2091,82,7,75,4541E,Botzilla,York Innovation Academy,Florida - North/Central
2092,82,7,75,18386B,Robo Queens,PRINCETON MIDDLE SCHOOL,West Virginia
2093,82,2,80,38298A,Robot Royals,BOB GRAHAM EDUCATION CENTER,Florida - South
2094,82,2,80,14581A,DNQ,Charlotte Public Schools,Michigan
2095,82,0,82,22880A,VEXperts Hajdina,Elementary School Hajdina,Slovenia
2096,82,0,82,85784B,Techtitans,SRF Foundation,India
2097,82,0,82,92023A,The 4 Goofing Gears,The 4 Goofing Gears,California - North
2098,82,0,82,2502H,Haile Storm HungryHungryHippos,CARLOS E. HAILE MIDDLE SCHOOL,Florida - North/Central
2099,82,0,82,84X,Goofy Goobers,TIMBERLINE MIDDLE SCHOOL,Washington
2100,82,0,82,9078E,Kaijus,GRIFFITHS (GORDON) MIDDLE,California - South
2101,82,0,82,61499C,PESS 3,新生命教育協會平安福音中學,Hong Kong
2102,81,35,46,94915F,Mission I'mpossible,Wuhan Yangtze International School,Middle China
2103,81,18,63,32889F,SuperNova,Dr. Phinnize J. Fisher Middle School,South Carolina
2104,81,28,53,1069V,Robo Chickens,Berthoud Robotics,Colorado
2105,81,25,56,75194H,Avengears,PORTER RANCH COMMUNITY,California - South
2106,81,25,56,77022C,Keksimättömät,"City of Riihimäki, Karan koulu",Finland
2107,81,25,56,97864B,Team BEHR,ST ANNES EPISCOPAL SCHOOL,Colorado
2108,81,19,62,7704X,Xenoblastic Xylophones,ZIONSVILLE MIDDLE SCHOOL,Indiana - Region 2 - Central
2109,81,20,61,40053D,The Skedaddles ,COOLEY MIDDLE SCHOOL,Arizona
2110,81,19,62,7775C,Power Rangers and Shrek,CADWALLADER MIDDLE SCHOOL,Nevada
2111,81,18,63,2822Y,The M&M's,STAUFFER (MARY R.) MIDDLE,California - South
2112,81,0,81,23394A,Edison Eagles A,THOMAS A. EDISON MIDDLE,California - South
2113,81,18,63,17151C,"Chamblee and Sons, LLC",KENNETH T BEAGLE  MIDDLE SCHOOL,Michigan
2114,81,17,64,929C,Hereford Zone Robotics,HEREFORD MIDDLE,Maryland
2115,81,7,74,81424E,LeBot Jr.,Gus Almquist Middle School,Texas - Region 4
2116,81,14,67,9619A,CherryBlossoms,Showa Women's University Junior-Senior High school,Japan
2117,81,6,75,28F,Team Vortex,Robot Revolution,New Jersey
2118,81,7,74,50802G,Mack,Kaysville Junior High School,Utah
2119,81,7,74,31061E,The Shadow,Concordia International School Shanghai,East China
2120,81,7,74,73807S,The Braniacs,GERMANTOWN MIDDLE SCHOOL,Mississippi
2121,81,0,81,727B,Brainy Blockbusters,Magnus Robotics,Pennsylvania - East
2122,81,7,74,78337C,Error 404,"PINE CREST SCHOOL, BOCA RATON CAMPUS",Florida - South
2123,81,0,81,95023A,UELA-TEAM,UNIDAD EDUCATIVA LAS AMERICAS,Ecuador
2124,81,0,81,37991E,Error 404,BOTS Robótica,Colombia
2125,80,38,42,836E,RoboBees E,growingSTEMS,Maryland
2126,80,18,62,99136G,G Code,Portland East Middle School,Tennessee
2127,80,26,54,2711W,RoboDragons - Rainbow Warriors,DON ESTRIDGE HIGH TECH MIDDLE SCHOOL,Florida - South
2128,80,26,54,1922C,The Names,ST JAMES SCHOOL,Connecticut
2129,80,9,71,4751G,The G.O.A.T.s,Robotics Edge LLC.,Arizona
2130,80,7,73,41400S,Claw & Order,HAROLD E. WINKLER MIDDLE,North Carolina
2131,80,18,62,52166A,Northside Middle School A,NORTHSIDE MIDDLE SCHOOL,Alabama
2132,80,17,63,30410D,Hilltopper Bots D,St. Johnsbury Academy Jeju,South Korea
2133,80,17,63,11575D,The Yeti Boys,COLEMAN MIDDLE SCHOOL,Florida - North/Central
2134,80,17,63,80821A,The Tacos,ETOWAH MIDDLE SCHOOL,Alabama
2135,80,17,63,16823A,Gigabots A,Boys & Girls Club of Meriden,Connecticut
2136,80,16,64,40458B,LJH- The Cookie Monsters,LEGACY JR HIGH,Utah
2137,80,7,73,77612A,APEX: Gear Grinders,BUNA J H,Texas - Region 3
2138,80,7,73,44047B,JEDI Mandelemons,JEFFERSON AREA JUNIOR HIGH SCHOOL,Ohio
2139,80,0,80,77612B,Baller Botz,BUNA J H,Texas - Region 3
2140,80,7,73,9340B,BlitzBots,Harvey K-8,Florida - North/Central
2141,80,7,73,78393A,Colaiste Mhuire,Coláiste Mhuire Mullingar,Ireland
2142,80,7,73,37729B,Goethe Fulger Team,GOETHE INTERNATIONAL CHARTER,California - South
2143,80,7,73,21200A,Bananas Aren't Wireless,Discovery Charter School,North Carolina
2144,80,6,74,21300A,Cosmo Foxes,Trinity Grammar Junior School,Australia
2145,80,0,80,5813F,Surfer Sharks,SHORELINE JUNIOR HIGH,Utah
2146,80,4,76,50298F,Flame,Mapleton Middle School,Ohio
2147,80,4,76,4419A,MY Makers,Özel Murat Yıldırım Ortaokulu,Türkiye
2148,80,0,80,10478X,3ntity,Greig City Academy,United Kingdom
2149,80,0,80,15703C,Panthera,MILL CREEK MIDDLE SCHOOL,Tennessee
2150,80,0,80,7833A,Falcon Force,CORAL ACADEMY OF SCIENCE LAS VEGAS - WINDMILL,Nevada
2151,80,0,80,61499B,PESS 2,新生命教育協會平安福音中學,Hong Kong
2152,80,0,80,1773A,Magikid Arcadia,Magikid Arcadia Lab,California - South
2153,80,0,80,25316B,'Īao Gear it Up,IAO INTERMEDIATE SCHOOL,Hawaii
2154,80,0,80,37179A,Bullet Trains,THOMPSON'S STATION MIDDLE SCHOOL,Tennessee
2155,80,0,80,45557B,Robo Dolphins,International School Of Panama,Panama
2156,80,0,80,25139A,Austin Junior High School,Austin Junior High School,Alabama
2157,80,0,80,30040D,VCMS Robotics D,Vickery Creek Middle School,Georgia
2158,80,0,80,6039N,Cyber Storm,BrandywineBOTS Robotics,Delmarva
2159,79,28,51,70728S,The Lebotbot’s,Dyr,California - North
2160,79,28,51,25500A,Tech Titans,PINECREST ACADEMY TAVARES,Florida - North/Central
2161,79,25,54,67042A,BilBots,Bilfen Kurtköy,Türkiye
2162,79,21,58,25260B,Wilsonians,Wilson's Hospital School,Ireland
2163,79,19,60,75502F,Team Wall-E,PLEASANT GROVE MIDDLE,Texas - Region 2
2164,79,18,61,6045D,Furious 5,JACKSON MIDDLE,Texas - Region 4
2165,79,2,77,47201W,Thermadors,CENTRAL MIDDLE SCHOOL,Indiana - Region 3 - South
2166,79,7,72,44844F,Wireless Charging,Neenah Middle School,Wisconsin
2167,79,7,72,30222D,The Gaels Volume 2,HORACE J. GOOD MIDDLE SCHOOL,Kansas
2168,79,2,77,29651D,Devious Dragons,BLUE RIDGE MIDDLE,South Carolina
2169,79,0,79,70444R,RoboFins,DOWNTOWN DORAL CHARTER UPPER SCHOOL,Florida - South
2170,79,0,79,25803C,TMS Robotics Team C,THOMPSON MIDDLE,California - South
2171,79,0,79,22420F,6 7,CLINT J H SCHOOL,Texas - Region 1
2172,78,36,42,49562B,The Dancing Robot,CENTRAL SCHOOL,Illinois
2173,78,0,78,4999D,Dragon Pulse,Mount Barker High school,Australia
2174,78,18,60,13729B,Buffalo Bots,BUFFALO MIDDLE SCHOOL,West Virginia
2175,78,21,57,49982B,Mustang Robotics,BLUFFTON MIDDLE,South Carolina
2176,78,20,58,39124A,LCMS Eagles,LAWTON CHILES MIDDLE SCHOOL,Florida - South
